execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
50,2023-05-24 10:56:40.794751,0,0,0
47,2023-05-24 10:56:40.867386,0,0,0
70,2023-05-24 10:56:40.974880,0,0,0
56,2023-05-24 10:56:41.053981,0,0,0
48,2023-05-24 10:56:41.113013,0,0,0
52,2023-05-24 10:56:41.187979,0,0,0
62,2023-05-24 10:56:41.266019,0,0,0
86,2023-05-24 10:56:41.369222,0,0,0
83,2023-05-24 10:56:41.464342,0,0,0
39,2023-05-24 10:56:41.524513,0,0,0
34,2023-05-24 10:56:41.564842,0,0,0
38,2023-05-24 10:56:41.609255,0,0,0
28,2023-05-24 10:56:41.643702,0,0,0
29,2023-05-24 10:56:41.678887,0,0,0
28,2023-05-24 10:56:41.716116,0,0,0
36,2023-05-24 10:56:41.772102,0,0,0
28,2023-05-24 10:56:41.806468,0,0,0
31,2023-05-24 10:56:41.843993,0,0,0
31,2023-05-24 10:56:41.881259,0,0,0
37,2023-05-24 10:56:41.925243,0,0,0
27,2023-05-24 10:56:41.959238,0,0,0
27,2023-05-24 10:56:41.993206,0,0,0
26,2023-05-24 10:56:42.027065,0,0,0
24,2023-05-24 10:56:42.057552,0,0,0
29,2023-05-24 10:56:42.093133,0,0,0
28,2023-05-24 10:56:42.127595,0,0,0
29,2023-05-24 10:56:42.163099,0,0,0
28,2023-05-24 10:56:42.197822,0,0,0
34,2023-05-24 10:56:42.237943,0,0,0
28,2023-05-24 10:56:42.272869,0,0,0
34,2023-05-24 10:56:42.313800,0,0,0
34,2023-05-24 10:56:42.353995,0,0,0
31,2023-05-24 10:56:42.391367,0,0,0
31,2023-05-24 10:56:42.428940,0,0,0
31,2023-05-24 10:56:42.465971,0,0,0
33,2023-05-24 10:56:42.506060,0,0,0
31,2023-05-24 10:56:42.544010,0,0,0
30,2023-05-24 10:56:42.580542,0,0,0
28,2023-05-24 10:56:42.615412,0,0,0
26,2023-05-24 10:56:42.648457,0,0,0
26,2023-05-24 10:56:42.680758,0,0,0
26,2023-05-24 10:56:42.713652,0,0,0
26,2023-05-24 10:56:42.746308,0,0,0
26,2023-05-24 10:56:42.778964,0,0,0
26,2023-05-24 10:56:42.811347,0,0,0
31,2023-05-24 10:56:42.848819,0,0,0
31,2023-05-24 10:56:42.886344,0,0,0
26,2023-05-24 10:56:42.918567,0,0,0
26,2023-05-24 10:56:42.950980,0,0,0
26,2023-05-24 10:56:42.983197,0,0,0
26,2023-05-24 10:56:43.015643,0,0,0
26,2023-05-24 10:56:43.048163,0,0,0
28,2023-05-24 10:56:43.082926,0,0,0
28,2023-05-24 10:56:43.117077,0,0,0
28,2023-05-24 10:56:43.151663,0,0,0
27,2023-05-24 10:56:43.184438,0,0,0
28,2023-05-24 10:56:43.217760,0,0,0
28,2023-05-24 10:56:43.250927,0,0,0
30,2023-05-24 10:56:43.286611,0,0,0
28,2023-05-24 10:56:43.320056,0,0,0
26,2023-05-24 10:56:43.351319,0,0,0
26,2023-05-24 10:56:43.383012,0,0,0
25,2023-05-24 10:56:43.413316,0,0,0
26,2023-05-24 10:56:43.444363,0,0,0
23,2023-05-24 10:56:43.473120,0,0,0
23,2023-05-24 10:56:43.501692,0,0,0
23,2023-05-24 10:56:43.529788,0,0,0
21,2023-05-24 10:56:43.556625,0,0,0
21,2023-05-24 10:56:43.583696,0,0,0
25,2023-05-24 10:56:43.614255,0,0,0
23,2023-05-24 10:56:43.643346,0,0,0
24,2023-05-24 10:56:43.673782,0,0,0
24,2023-05-24 10:56:43.703812,0,0,0
28,2023-05-24 10:56:43.738555,0,0,0
21,2023-05-24 10:56:43.765227,0,0,0
21,2023-05-24 10:56:43.793190,0,0,0
26,2023-05-24 10:56:43.838953,0,0,0
23,2023-05-24 10:56:43.868229,0,0,0
26,2023-05-24 10:56:43.900425,0,0,0
29,2023-05-24 10:56:43.935509,0,0,0
26,2023-05-24 10:56:43.968371,0,0,0
29,2023-05-24 10:56:44.007801,0,0,0
31,2023-05-24 10:56:44.049546,0,0,0
28,2023-05-24 10:56:44.083315,0,0,0
34,2023-05-24 10:56:44.123111,0,0,0
